"","t","time","open","high","low","close","adjusted_close","volume","dividend_amount","split_coefficient","vix.open","vix.high","vix.low","vix.close","sma","ema","macd","macd_hist","macd_signal","slowd","slowk","rsi","adx","cci","aroon_down","aroon_up","real_lower_band","real_middle_band","real_upper_band","chaikin_a_d","obv"
"78",78,2011-01-12,27.01,27.399,26.52,26.96,26.96,964400,0,1,16.26,16.5,16.17,16.24,28.0541,27.5892,-0.7202,-0.0972,-0.6231,69.3528,47.3334,50.4594,19.1921,-19.1949,1.6667,51.6667,19.2166,28.0541,36.8916,-2830029.7406,-8e+05
"79",79,2011-01-13,26.96,26.97,26.16,26.22,26.22,723600,0,1,16.51,16.78,16.14,16.39,28.1569,27.5443,-0.7865,-0.1308,-0.6557,44.9136,17.6666,49.6915,18.7268,-31.2726,0,50,19.5538,28.1569,36.76,-3446429.7406,-1523600
"80",80,2011-01-14,26.15,26.58,25.61,25.75,25.75,1192000,0,1,16.67,16.71,15.37,15.46,28.2419,27.4855,-0.867,-0.169,-0.698,24.6623,8.9868,49.2079,18.3549,-42.9205,0,48.3333,19.8387,28.2419,36.6451,-4294347.2663,-2715600
"81",81,2011-01-18,25.48,25.64,24.75,25.64,25.64,1621700,0,1,16.19,16.2,15.71,15.87,28.3234,27.4249,-0.9289,-0.1847,-0.7442,12.1449,9.7813,49.0941,18.1137,-57.9141,0,46.6667,20.12,28.3234,36.5268,-2672647.2663,-4337300
"82",82,2011-01-19,25.27,25.47,23.75,24.03,24.03,2371500,0,1,15.89,17.67,15.86,17.31,28.3786,27.3136,-1.0953,-0.2809,-0.8144,10.1076,11.5547,47.4613,18.0112,-78.7297,3.3333,45,20.3375,28.3786,36.4196,-4272030.9873,-6708800
"83",83,2011-01-20,24.03,24.45,22.37,22.62,22.62,2279900,0,1,17.81,18.85,17.65,17.99,28.4081,27.1597,-1.3256,-0.409,-0.9166,11.0657,11.861,46.0959,18.0799,-106.0946,1.6667,43.3333,20.4653,28.4081,36.3508,-6003878.1027,-8988700
"84",84,2011-01-21,23.12,23.59,22.71,23.04,23.04,1217000,0,1,17.03,18.61,16.6,18.47,28.4361,27.0247,-1.4575,-0.4327,-1.0248,11.03,9.6742,46.5616,18.1464,-108.3863,0,41.6667,20.5816,28.4361,36.2906,-6308128.1027,-7771700
"85",85,2011-01-24,23.53,24.81,23.23,24.49,24.49,1645100,0,1,18.78,18.93,17.56,17.65,28.4942,26.9416,-1.4285,-0.323,-1.1055,16.7541,28.727,48.1348,17.9982,-89.157,0,40,20.811,28.4942,36.1774,-5329397.7229,-6126600
"86",86,2011-01-25,24.65,24.89,24.02,24.68,24.68,1271500,0,1,18.22,18.55,17.59,17.59,28.5524,26.8674,-1.3744,-0.2151,-1.1593,30.0518,51.7541,48.3375,17.8413,-84.3777,0,38.3333,21.0403,28.5524,36.0645,-4671725.3091,-4855100
"87",87,2011-01-26,24.71,24.88,24.1,24.75,24.75,1079900,0,1,17,17.42,16.59,16.64,28.6009,26.798,-1.3107,-0.1211,-1.1896,52.804,77.9308,48.413,17.6896,-85.7554,3.3333,36.6667,21.2265,28.6009,35.9753,-3951791.9758,-3775200
"88",88,2011-01-27,24.74,25.08,24.53,24.92,24.92,895700,0,1,16.84,16.89,15.81,16.15,28.6594,26.7364,-1.2323,-0.0342,-1.1981,72.3627,87.4032,48.5986,17.5071,-82.412,1.6667,35,21.4605,28.6594,35.8583,-3577226.5212,-2879500
"89",89,2011-01-28,24.88,24.88,23.75,24.01,24.01,1048400,0,1,15.94,20.08,15.92,20.04,28.7054,26.647,-1.2295,-0.0251,-1.2044,80.6508,76.6185,47.6651,17.4388,-98.5957,0,33.3333,21.6629,28.7054,35.7479,-4143176.9637,-3927900
"90",90,2011-01-31,24.05,24.12,23.5,24.1,24.1,830300,0,1,19.61,19.96,17.1,19.53,28.7442,26.5635,-1.206,-0.0013,-1.2047,73.939,57.7953,47.766,17.4068,-107.3368,0,31.6667,21.8306,28.7442,35.6579,-3366444.7057,-3097600
"91",91,2011-02-01,24.31,24.73,23.54,23.91,23.91,707800,0,1,18.59,18.63,17.4,17.63,28.7277,26.4765,-1.1891,0.0125,-1.2016,56.592,35.3621,47.5691,17.2609,-103.8514,0,30,21.7729,28.7277,35.6826,-3634100.1678,-3805400
"92",92,2011-02-02,24.16,24.18,23.669,23.94,23.94,569500,0,1,17.82,17.84,17.28,17.3,28.7194,26.3934,-1.1599,0.0334,-1.1933,41.2494,30.5907,47.6038,17.1198,-106.3372,85,28.3333,21.7429,28.7194,35.6959,-3599551.2442,-3235900
"93",93,2011-02-03,23.82,23.9,23.15,23.63,23.63,512000,0,1,17.53,17.8,16.61,16.69,28.6969,26.3028,-1.1485,0.0358,-1.1843,31.0446,27.181,47.2752,17.0596,-113.4771,83.3333,26.6667,21.6638,28.6969,35.73,-3456191.2442,-3747900
"94",94,2011-02-04,23.44,23.67,23.22,23.46,23.46,544000,0,1,16.64,16.74,15.89,15.93,28.6774,26.2095,-1.1401,0.0354,-1.1755,27.6144,25.0713,47.0939,17.0014,-114.5958,81.6667,25,21.593,28.6774,35.7618,-3419924.5775,-4291900
"95",95,2011-02-07,23.26,23.26,22.88,23.07,23.07,895100,0,1,16.14,16.54,15.84,16.28,28.5726,26.1066,-1.1516,0.0191,-1.1707,23.8215,19.2121,46.6763,16.9961,-118.2497,80,23.3333,21.3469,28.5726,35.7982,-3419924.5775,-5187000
"96",96,2011-02-08,23.78,25.25,23,24.49,24.49,3504900,0,1,16.29,16.6,14.86,15.81,28.5135,26.0536,-1.0342,0.1092,-1.1434,25.6304,32.6077,48.3715,16.6066,-89.8142,78.3333,21.6667,21.2136,28.5135,35.8133,-2282779.2442,-1682100
"97",97,2011-02-09,24.13,24.18,22.79,23.21,23.21,2635600,0,1,16.27,16.52,15.86,15.87,28.403,25.9604,-1.0325,0.0887,-1.1212,27.8595,31.7586,47.0017,16.2638,-103.5608,76.6667,20,20.987,28.403,35.819,-3325642.5535,-4317700
"98",98,2011-02-10,23.26,23.64,22.81,23.215,23.215,836100,0,1,16.74,17.07,16,16.09,28.2766,25.8704,-1.0191,0.0817,-1.1008,32.8201,34.094,47.0077,15.9323,-103.4086,75,18.3333,20.7703,28.2766,35.7828,-3345789.5415,-3481600
"99",99,2011-02-11,23.25,23.75,22.94,23.25,23.25,634500,0,1,16.53,16.53,15.55,15.69,28.1696,25.7845,-0.9941,0.0853,-1.0795,27.8452,17.6829,47.0501,15.5909,-97.8686,73.3333,16.6667,20.5634,28.1696,35.7757,-3494622.8748,-2847100
"100",100,2011-02-14,23.64,24.14,23.05,23.08,23.08,1283100,0,1,16.07,16.26,15.22,15.95,28.0627,25.6958,-0.9768,0.0821,-1.0589,22.5661,15.9214,46.8649,15.1857,-92.3265,71.6667,15,20.3544,28.0627,35.7711,-4707093.517,-4130200
"101",101,2011-02-15,23.01,23.17,22.56,22.84,22.84,953700,0,1,16.3,16.75,16.27,16.37,27.9452,25.6021,-0.9713,0.0701,-1.0414,16.5094,15.9239,46.6015,14.8808,-100.0178,70,13.3333,20.1376,27.9452,35.7529,-4785265.6481,-5083900
"102",102,2011-02-16,23.1,24.97,23.0701,24.73,24.73,4115100,0,1,16.31,16.74,15.84,16.72,27.8409,25.5736,-0.8051,0.1891,-0.9941,23.85,39.7047,48.9012,14.5121,-70.4969,68.3333,11.6667,20.0315,27.8409,35.6503,-1709824.5776,-968800
"103",103,2011-02-17,24.63,25.49,23.55,23.6,23.6,2618400,0,1,17.01,17.3,15.88,16.59,27.6776,25.5088,-0.7558,0.1906,-0.9465,34.4118,47.6068,47.6534,14.2422,-69.5728,66.6667,10,19.9304,27.6776,35.4247,-4193255.5054,-3587200
"104",104,2011-02-18,23.33,23.49,22.96,23.18,23.18,2370700,0,1,16.59,16.91,15.54,16.43,27.4877,25.4325,-0.7422,0.1635,-0.9056,45.4035,48.8989,47.1982,13.8723,-87.8503,65,8.3333,19.8683,27.4877,35.1072,-4595827.2035,-5957900
"105",105,2011-02-22,22.88,23,21.78,21.87,21.87,2064600,0,1,19.46,21.45,18.38,20.8,27.2611,25.3157,-0.8275,0.0625,-0.89,38.7331,19.6937,45.8101,13.5108,-106.2572,100,6.6667,19.7974,27.2611,34.7248,-6355814.0888,-8022500
"106",106,2011-02-23,22.18,22.5,21.11,21.83,21.83,1605600,0,1,20.84,23.22,20.3,22.13,27.0362,25.2014,-0.8881,0.0015,-0.8896,27.3114,13.3415,45.7683,13.2709,-113.07,100,5,19.7464,27.0362,34.326,-6298058.6931,-9628100
"107",107,2011-02-24,21.78,22.58,21.5,22.53,22.53,1055300,0,1,22.28,22.71,20.81,21.32,26.8396,25.1138,-0.8696,0.016,-0.8856,16.71,17.0948,46.6348,13.0243,-103.1589,98.3333,3.3333,19.7126,26.8396,33.9665,-5340471.656,-8572800
"108",108,2011-02-25,22.81,23.85,22.69,23.61,23.61,1346300,0,1,20.41,20.44,18.88,19.22,26.6442,25.0645,-0.7591,0.1012,-0.8603,25.712,46.6998,47.9399,12.6209,-75.6073,96.6667,1.6667,19.8229,26.6442,33.4656,-4551261.3112,-7226500
"109",109,2011-02-28,23.74,24.1,23.5,23.89,23.89,1051200,0,1,19.12,19.27,18.14,18.35,26.4699,25.026,-0.6415,0.1751,-0.8165,45.3357,72.2125,48.2734,12.2735,-63.7901,95,0,19.9158,26.4699,33.024,-4235901.3112,-6175300
"110",110,2011-03-01,24.05,24.32,23.7,23.94,23.94,1106400,0,1,17.63,21.01,17.63,21.01,26.3297,24.9904,-0.5381,0.2228,-0.7608,69.9018,90.7932,48.3336,11.9755,-58.1863,93.3333,0,19.9267,26.3297,32.7328,-4485733.5693,-5068900
"111",111,2011-03-02,23.82,24.28,23.725,24.02,24.02,663300,0,1,20.73,21.14,19.62,20.7,26.2052,24.9586,-0.4445,0.2531,-0.6976,84.3908,90.1668,48.4311,11.6874,-55.8033,91.6667,8.3333,19.9189,26.2052,32.4915,-4443903.8395,-4405600
"112",112,2011-03-03,24.48,24.79,24.06,24.36,24.36,640200,0,1,19.27,19.27,18.25,18.6,26.1061,24.939,-0.339,0.2868,-0.6259,88.8808,85.6825,48.8483,11.4991,-44.2716,90,6.6667,19.8946,26.1061,32.3175,-4557912.0587,-3765400
"113",113,2011-03-04,24.48,24.99,23.78,24.95,24.95,1580100,0,1,18.56,20.33,18.31,19.06,25.9959,24.9393,-0.2055,0.3363,-0.5418,88.1943,88.7336,49.5684,11.2618,-38.1957,88.3333,5,19.9428,25.9959,32.049,-3082281.4802,-2185300
"114",114,2011-03-07,24.93,25.4,24.7,24.94,24.94,2033600,0,1,19.37,21.77,18.95,20.66,25.8721,24.9393,-0.0993,0.354,-0.4533,85.8921,83.2601,49.5563,11.1062,-24.4692,86.6667,3.3333,20.0459,25.8721,31.6982,-3721412.9088,-4218900
"115",115,2011-03-08,24.6,24.96,24,24.66,24.66,1399900,0,1,20.58,21.06,19.15,19.82,25.7489,24.9302,-0.0373,0.3328,-0.3701,82.451,75.3592,49.2164,10.8162,-35.4799,85,1.6667,20.1421,25.7489,31.3557,-3196450.4088,-5618800
"116",116,2011-03-09,24.66,24.99,24.27,24.72,24.72,924800,0,1,20.05,20.96,19.41,20.22,25.6356,24.9233,0.0165,0.3093,-0.2928,73.6272,62.2623,49.2922,10.5416,-29.9781,83.3333,0,20.2286,25.6356,31.0426,-2965250.4088,-4694000
"117",117,2011-03-10,24.44,24.49,23.73,24.01,24.01,1017000,0,1,21.37,22.25,20.34,21.88,25.5266,24.8933,0.0018,0.2357,-0.2338,60.3863,43.5374,48.4224,10.2115,-45.8925,81.6667,11.6667,20.2584,25.5266,30.7948,-3232881.9877,-5711000
"118",118,2011-03-11,23.85,24.25,23.53,24.07,24.07,930800,0,1,21.72,21.75,19.97,20.08,25.4522,24.8663,-0.0049,0.1831,-0.1881,46.7852,34.5561,48.5005,9.9318,-48.4408,80,10,20.23,25.4522,30.6745,-2767481.9877,-4780200
"119",119,2011-03-14,23.82,24,23.2,23.25,23.25,1166000,0,1,21.79,22.74,20.92,21.13,25.3464,24.8134,-0.0756,0.09,-0.1656,31.413,16.1456,47.5009,9.7264,-62.0869,78.3333,8.3333,20.208,25.3464,30.4848,-3787731.9877,-5946200
"120",120,2011-03-15,22.2,22.96,21.8,22.95,22.95,1318800,0,1,25.66,25.72,23.31,24.32,25.2154,24.7523,-0.154,0.0093,-0.1632,24.425,22.5735,47.1394,9.785,-91.4546,76.6667,6.6667,20.2427,25.2154,30.1881,-2491669.9188,-7265000
"121",121,2011-03-16,22.86,23.25,22.69,22.82,22.82,1169700,0,1,24.65,31.28,24.04,29.4,25.0731,24.6889,-0.224,-0.0486,-0.1754,21.4354,25.5872,46.9818,9.7789,-79.0474,75,5,20.3284,25.0731,29.8178,-3118294.9188,-8434700
"122",122,2011-03-17,23.24,23.43,22.64,22.81,22.81,922600,0,1,26.94,27.54,25.44,26.37,24.9249,24.6273,-0.2772,-0.0814,-0.1957,28.8528,38.3976,46.9696,9.7339,-77.6275,73.3333,3.3333,20.4709,24.9249,29.3789,-3643826.5643,-9357300
"123",123,2011-03-18,23.19,23.19,22.51,22.96,22.96,687900,0,1,23.9,24.85,23.09,24.44,24.7699,24.5726,-0.3037,-0.0863,-0.2173,35.9805,43.9567,47.1802,9.7146,-81.1767,71.6667,1.6667,20.7187,24.7699,28.8211,-3421270.682,-8669400
"124",124,2011-03-21,23.05,23.05,22.54,22.73,22.73,411700,0,1,22.1,22.16,20.22,20.61,24.6049,24.5122,-0.3393,-0.0976,-0.2417,44.23,50.3357,46.8898,9.6959,-87.6227,70,0,21.0747,24.6049,28.1351,-3526213.8192,-9081100
"125",125,2011-03-22,22.73,22.86,22,22.19,22.19,582900,0,1,20.53,20.59,19.97,20.21,24.4732,24.4361,-0.4064,-0.1318,-0.2747,45.1051,41.0231,46.2107,9.7812,-109.3024,68.3333,0,21.1906,24.4732,27.7559,-3851553.3541,-9664000
"126",126,2011-03-23,22.11,22.27,21.77,22.21,22.21,422800,0,1,20.59,21.05,18.19,19.17,24.4176,24.3631,-0.4528,-0.1425,-0.3103,41.2138,32.2827,46.2401,9.9071,-120.2398,66.6667,18.3333,21.0968,24.4176,27.7384,-3530225.3541,-9241200
"127",127,2011-03-24,22.14,22.38,21.98,22.33,22.33,462200,0,1,18.45,18.99,17.87,18,24.3496,24.2964,-0.4744,-0.1313,-0.3431,33.2385,26.4098,46.4183,10.0012,-109.9389,65,16.6667,21.0277,24.3496,27.6715,-3183575.3541,-8779000
"128",128,2011-03-25,22.43,23,22.4,22.75,22.75,568000,0,1,17.87,18.08,17.07,17.91,24.2666,24.2457,-0.4524,-0.0875,-0.365,35.3981,47.5017,47.0432,9.9392,-83.6058,63.3333,15,21.0391,24.2666,27.494,-3088908.6875,-8211000
"129",129,2011-03-28,22.7,23.5388,22.55,23.25,23.25,1058100,0,1,18.31,19.44,17.96,19.44,24.2124,24.2131,-0.3902,-0.0201,-0.37,46.8229,66.5572,47.7806,9.7519,-60.9943,61.6667,13.3333,21.0279,24.2124,27.3969,-2648889.7554,-7152900
"130",130,2011-03-29,23.3,24,23.21,23.92,23.92,755400,0,1,19.17,19.78,18,18.16,24.1672,24.2035,-0.2835,0.0692,-0.3527,66.536,85.5492,48.7529,9.4655,-26.022,60,11.6667,21.0449,24.1672,27.2896,-2046482.1605,-6397500
"131",131,2011-03-30,24.11,24.49,23.01,23.71,23.71,1223300,0,1,17.82,17.89,17.25,17.71,24.1187,24.1873,-0.2134,0.1114,-0.3249,78.3699,83.0031,48.4652,9.2201,-22.6365,58.3333,10,21.0606,24.1187,27.1769,-2112606.4848,-7620800
"132",132,2011-03-31,26.55,28.71,26.5,27.75,27.75,11517800,0,1,17.9,17.95,17.41,17.74,24.1367,24.3041,0.1662,0.3928,-0.2267,83.9755,83.3743,53.7983,9.7111,205.853,56.6667,100,21.0069,24.1367,27.2666,-601220.9644,3897000
"133",133,2011-04-01,27.45,28.18,26.57,26.66,26.66,2864800,0,1,16.68,17.62,16.44,17.4,24.1339,24.3814,0.3747,0.4811,-0.1064,79.9515,73.477,52.3129,10.1858,173.6298,55,98.3333,21.0135,24.1339,27.2543,-3145732.7657,1032200
"134",134,2011-04-04,26.83,27,25.23,25.83,25.83,2609300,0,1,17.63,17.85,17.39,17.5,24.0997,24.4288,0.4677,0.4592,0.0084,74.615,66.9935,51.2179,10.3535,113.4051,53.3333,96.6667,21.1016,24.0997,27.0979,-3986015.8165,-1577100
"135",135,2011-04-05,25.9,27,25.69,26.7,26.7,3180900,0,1,17.87,17.87,16.5,17.25,24.0741,24.5033,0.6045,0.4769,0.1276,66.927,60.3104,52.2826,10.5155,146.2357,51.6667,95,21.1942,24.0741,26.954,-2262016.5799,1603800
"136",136,2011-04-06,26.99,27.01,25.8,26.49,26.49,1288300,0,1,16.75,17.15,16.5,16.9,24.0414,24.5685,0.6881,0.4484,0.2397,59.1477,50.1391,52.004,10.6737,151.7663,50,93.3333,21.3207,24.0414,26.7621,-2081015.7534,315500
"137",137,2011-04-07,26.85,27.94,26.4501,27.24,27.24,2810300,0,1,16.92,17.77,16.49,17.11,24.0461,24.656,0.8056,0.4527,0.3529,55.6031,56.3598,52.9153,10.9717,202.8388,48.3333,91.6667,21.3045,24.0461,26.7877,-1911443.3191,3125800
"138",138,2011-04-08,27.58,27.6004,26.36,26.49,26.49,1946400,0,1,16.51,18.33,16.51,17.87,24.0382,24.7162,0.8286,0.3806,0.4481,52.2593,50.279,51.9129,11.2394,178.2176,46.6667,90,21.3275,24.0382,26.749,-3449858.7979,1179400
"139",139,2011-04-11,26.47,26.53,25.02,25.27,25.27,1369400,0,1,16.74,17.05,16.22,16.59,24.0224,24.7343,0.7399,0.2335,0.5064,49.2342,41.0639,50.3355,11.2084,102.8365,45,88.3333,21.352,24.0224,26.6928,-4365815.0893,-190000
"140",140,2011-04-12,25.08,25.21,24.3,24.65,24.65,1357400,0,1,17.58,18.46,16.88,17.09,24.0041,24.7316,0.6125,0.0849,0.5277,37.6334,21.5572,49.5573,11.0351,47.3701,43.3333,86.6667,21.3665,24.0041,26.6417,-4679061.2432,-1547400
"141",141,2011-04-13,25.13,25.69,24.81,24.93,24.93,1211500,0,1,16.33,17.38,16.2,16.92,23.9922,24.7381,0.5281,3e-04,0.5277,24.8164,11.8282,49.913,10.9496,76.2078,41.6667,85,21.3778,23.9922,26.6067,-5560152.1523,-335900
"142",142,2011-04-14,24.87,25.28,24.2,25.14,25.14,983400,0,1,17.77,18.08,16.08,16.27,24.0107,24.7512,0.4726,-0.0441,0.5167,17.1915,18.189,50.1809,10.7466,57.0659,40,83.3333,21.3799,24.0107,26.6416,-4831707.7078,647500
"143",143,2011-04-15,25.65,26.18,25.41,25.58,25.58,943500,0,1,15.97,15.98,14.92,15.32,24.0601,24.7784,0.4589,-0.0462,0.5052,21.5812,34.7263,50.7422,10.7037,108.8219,38.3333,81.6667,21.4244,24.0601,26.6958,-5358597.3182,1591000
"144",144,2011-04-18,25.13,25.62,24.36,25.03,25.03,1033900,0,1,18.3,19.07,16.81,16.96,24.0933,24.7867,0.3991,-0.0849,0.4839,31.9485,42.9302,50.0257,10.461,59.4694,36.6667,80,21.4596,24.0933,26.7269,-5292952.8738,557100
"145",145,2011-04-19,25.26,25.26,24.65,25.16,25.16,548700,0,1,16.62,16.72,15.69,15.83,24.1044,24.7989,0.358,-0.1008,0.4587,42.5112,49.8772,50.1947,10.2264,58.9319,35,78.3333,21.4585,24.1044,26.7503,-4924154.5131,1105800
"146",146,2011-04-20,25.7,26.09,25.3,25.75,25.75,837200,0,1,14.31,15.39,14.3,15.07,24.1223,24.8301,0.3688,-0.072,0.4408,49.6788,56.229,50.9604,10.1432,99.793,33.3333,76.6667,21.4468,24.1223,26.7977,-4807582.3612,1943000
"147",147,2011-04-21,25.85,26.98,25.5901,26.74,26.74,1386100,0,1,14.71,15.23,14.4,14.69,24.1554,24.8927,0.452,0.009,0.443,59.5473,72.5358,52.214,10.2076,138.6915,31.6667,75,21.4015,24.1554,26.9094,-3900170.0366,3329100
"148",148,2011-04-25,26.7,26.73,25.97,26.39,26.39,800900,0,1,15.64,16.06,15.5,15.77,24.1799,24.9418,0.4842,0.0329,0.4512,70.322,82.2011,51.7385,10.2698,129.3047,30,73.3333,21.3736,24.1799,26.9863,-3815864.7734,2528200
"149",149,2011-04-26,26.66,27.25,26.31,26.93,26.93,1400000,0,1,15.36,15.66,15.07,15.62,24.2286,25.007,0.5469,0.0765,0.4704,80.0249,85.3376,52.4184,10.4138,147.8276,28.3333,71.6667,21.3358,24.2286,27.1214,-3369056.2628,3928200
"150",150,2011-04-27,26.93,27.36,26.63,27.08,27.08,996900,0,1,15.37,16.42,15.13,15.35,24.2783,25.075,0.6018,0.1051,0.4967,83.7997,83.8603,52.607,10.5708,149.4972,26.6667,70,21.295,24.2783,27.2615,-3136901.4683,4925100
"151",151,2011-04-28,27.07,27.69,26.72,27.66,27.66,1600000,0,1,15.54,15.54,14.27,14.62,24.3408,25.1597,0.6842,0.15,0.5342,86.6961,90.8905,53.3344,10.7761,157.3416,25,68.3333,21.2363,24.3408,27.4452,-1635870.5404,6525100
"152",152,2011-04-29,27.69,27.87,27.42,27.6,27.6,726000,0,1,14.56,14.99,14.49,14.75,24.4017,25.2397,0.7362,0.1616,0.5746,88.3357,90.2562,53.2484,11.0039,161.2424,23.3333,66.6667,21.1893,24.4017,27.6142,-1781070.5404,5799100
"153",153,2011-05-02,27.6,27.8,27.06,27.45,27.45,784600,0,1,15.07,16.13,15.07,15.99,24.4654,25.3122,0.7566,0.1456,0.611,88.9864,85.8126,53.0311,11.1402,143.5539,21.6667,65,21.1664,24.4654,27.7644,-1738659.7296,5014500
"154",154,2011-05-03,27.38,27.39,26.5,26.87,26.87,913900,0,1,16.35,17.29,16.13,16.7,24.5222,25.3633,0.7177,0.0853,0.6323,79.3422,61.9579,52.1934,11.1442,113.4077,20,63.3333,21.1773,24.5222,27.8672,-1892687.8195,4100600
"155",155,2011-05-04,26.78,27,25.75,26.69,26.69,1044500,0,1,16.84,17.72,16.83,17.08,24.5826,25.4068,0.6646,0.0258,0.6388,65.3039,48.1413,51.9345,10.9844,89.1219,18.3333,61.6667,21.2141,24.5826,27.9511,-1366259.8195,3056100
"156",156,2011-05-05,27.2,27.44,26.1701,26.44,26.44,1218500,0,1,17.68,19.11,16.74,18.2,24.6151,25.4406,0.5956,-0.0346,0.6301,48.2435,34.6314,51.5732,10.9113,94.4886,16.6667,60,21.2133,24.6151,28.0168,-2066808.5635,1837600
"157",157,2011-05-06,26.9,27.7,26.62,27.12,27.12,981700,0,1,17.17,19.29,16.12,18.4,24.6802,25.4957,0.5889,-0.033,0.6219,43.5593,47.9054,52.4876,10.8883,110.7619,15,58.3333,21.2391,24.6802,28.1214,-2139527.082,2819300
"158",158,2011-05-09,27,28,26.85,27.91,27.91,916400,0,1,18.59,18.59,17.04,17.16,24.7585,25.5749,0.64,0.0145,0.6255,49.2207,65.1255,53.5244,10.9212,124.701,13.3333,56.6667,21.2415,24.7585,28.2755,-1366563.6038,3735700
"159",159,2011-05-10,28.24,28.95,27.91,28.33,28.33,1535300,0,1,16.84,16.9,15.79,15.91,24.8432,25.6652,0.7062,0.0646,0.6417,64.7274,81.1514,54.0663,11.1198,152.2961,11.6667,100,21.2322,24.8432,28.4542,-1661813.6038,5271000
"160",160,2011-05-11,28.2,28.2985,26.92,27.07,27.07,962500,0,1,16.27,17.49,16.23,16.95,24.9097,25.7113,0.6496,0.0063,0.6432,71.9808,69.6656,52.209,11.087,106.5465,10,98.3333,21.2841,24.9097,28.5353,-2414846.792,4308500
"161",161,2011-05-12,27.07,27.74,26.65,27.67,27.67,628000,0,1,17.27,17.89,16.03,16.03,24.9902,25.7755,0.6456,0.0019,0.6437,67.8347,52.687,52.991,10.9964,99.5944,8.3333,96.6667,21.3376,24.9902,28.6428,-1867507.3425,4936500
"162",162,2011-05-13,28,28.1891,27.3,27.55,27.55,661500,0,1,16.02,17.56,15.98,17.07,25.0372,25.8337,0.6256,-0.0145,0.6401,53.736,38.8555,52.8152,10.9908,108.4888,6.6667,95,21.327,25.0372,28.7473,-2157001.9437,4275000
"163",163,2011-05-16,27.99,27.99,26.55,26.6,26.6,755700,0,1,17.86,18.25,16.61,18.24,25.0872,25.8588,0.527,-0.0905,0.6175,40.1006,28.7594,51.4415,10.8218,79.4898,5,93.3333,21.375,25.0872,28.7993,-2860222.7771,3519300
"164",164,2011-05-17,27,27,25.72,25.96,25.96,1234200,0,1,18.54,19.09,17.47,17.55,25.1335,25.8621,0.3927,-0.1798,0.5725,28.1518,16.8405,50.5409,10.4881,44.6118,3.3333,91.6667,21.4484,25.1335,28.8186,-3631597.7771,2285100
"165",165,2011-05-18,26.1,26.47,25.52,26.35,26.35,729500,0,1,17.56,17.68,16.03,16.23,25.2082,25.8781,0.3141,-0.2067,0.5209,19.9208,14.1626,51.0717,10.1514,38.0711,1.6667,90,21.6101,25.2082,28.8062,-3086392.5139,3014600
"166",166,2011-05-19,27.03,28.44,26.6,28.2,28.2,2655100,0,1,15.9,16.56,15.5,15.52,25.3143,25.9542,0.3966,-0.0994,0.496,25.0216,44.0617,53.4804,10.1616,102.5106,0,88.3333,21.7454,25.3143,28.8832,-1123927.2965,5669700
"167",167,2011-05-20,28.26,28.28,27.35,27.97,27.97,842500,0,1,15.88,17.43,15.7,17.43,25.405,26.0203,0.4383,-0.0462,0.4845,42.3838,68.9272,53.1496,10.1714,104.3491,0,86.6667,21.8473,25.405,28.9627,-843093.9632,4827200
"168",168,2011-05-23,27.62,27.62,26.62,26.82,26.82,863600,0,1,20.03,20.03,17.47,18.27,25.4585,26.0465,0.3742,-0.0882,0.4624,62.1302,73.4018,51.5289,10.0296,66.5916,30,85,21.9138,25.4585,29.0032,-1361253.9632,3963600
"169",169,2011-05-24,27.02,27.5,26.6,26.72,26.72,613700,0,1,18.07,18.19,17,17.82,25.5057,26.0686,0.3118,-0.1205,0.4323,66.2786,56.5068,51.3903,9.8885,61.2904,28.3333,83.3333,21.9704,25.5057,29.0409,-1811300.6299,3349900
"170",170,2011-05-25,26.9,29.01,26.17,28.98,28.98,4693100,0,1,18.26,18.26,16.7,17.07,25.5897,26.1641,0.4396,0.0059,0.4338,63.8096,61.52,54.2198,10.0135,105.2332,26.6667,100,21.9688,25.5897,29.2106,2782649.3701,8043000
"171",171,2011-05-26,28.82,29.76,28.1,29.48,29.48,3336900,0,1,17.17,17.46,15.9,16.09,25.6807,26.2728,0.5746,0.1127,0.4619,65.1468,77.4134,54.8116,10.2525,144.6291,25,100,21.9494,25.6807,29.412,4993848.1653,11379900
"172",172,2011-05-27,29.54,29.67,28.82,29.55,29.55,1687100,0,1,16.11,16.27,15.36,15.98,25.7672,26.3802,0.6795,0.174,0.5054,78.0105,95.0982,54.8946,10.4835,148.3218,23.3333,98.3333,21.9234,25.7672,29.6109,6204590.5183,13067000
"173",173,2011-05-31,29.69,30.28,29.55,30.14,30.14,3290500,0,1,15.85,16.5,15.15,15.45,25.8537,26.5035,0.8009,0.2364,0.5645,88.9422,94.3149,55.5939,10.8019,166.9714,21.6667,100,21.8568,25.8537,29.8505,8232980.9292,16357500
"174",174,2011-06-01,30,30.1,28.38,28.517,28.517,1529900,0,1,15.95,18.48,15.95,18.3,25.9133,26.5695,0.7575,0.1543,0.6031,90.6764,82.6162,53.2831,10.8536,122.4914,20,98.3333,21.8663,25.9133,29.9602,6946797.5571,14827600
"175",175,2011-06-02,28.52,29.32,28.51,28.76,28.76,986300,0,1,17.92,18.72,17.39,18.09,25.9816,26.6413,0.7342,0.1048,0.6293,79.4185,61.3245,53.5769,10.9035,113.4583,18.3333,96.6667,21.8835,25.9816,30.0798,6569324.7176,15813900
